country,cause,year,total,,,,
Switzerland,Accidental falls,2006,16.4,,,,
Switzerland,Influenza,2006,0.1,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2006,3.8,,,,
Switzerland,Mental and behavioural disorders,2006,35.8,,,,
Switzerland,Malignant neoplasms of stomach,2006,6.9,,,,
Switzerland,Malignant neoplasms,2006,206.4,,,,
Switzerland,HIV-AIDS,2006,1,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2006,39,,,,
Switzerland,Malignant neoplasms of bladder,2006,6.2,,,,
Switzerland,Pneumonia,2006,17.6,,,,
Switzerland,Diabetes mellitus,2006,17.9,,,,
Switzerland,Diseases of the circulatory system,2006,288.8,,,,
Switzerland,Diseases of the digestive system,2006,32.4,,,,
Switzerland,Alzheimer's disease,2006,16.8,,,,
Switzerland,Accidents,2006,29.7,,,,
Switzerland,Acute myocardial infarction,2006,35.5,,,,
Switzerland,External causes of mortality,2006,48.5,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2006,21.2,,,,
Switzerland,Parkinson's disease,2006,7.5,,,,
Switzerland,Certain infectious and parasitic diseases,2006,8,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2006,6.2,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2006,21.5,,,,
Switzerland,Transport Accidents,2006,5.4,,,,
Switzerland,Assault,2006,0.6,,,,
Switzerland,Hodgkin’s disease,2006,0.4,,,,
Switzerland,Certain conditions originating in the perinatal period,2006,2.6,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2006,1.2,,,,
Switzerland,Intentional self-harm,2006,17.1,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2006,28,,,,
Switzerland,Total,2007,775.2,,,,
Switzerland,Malignant neoplasms of pancreas,2007,13.3,,,,
Switzerland,Cerebrovascular diseases,2007,51.6,,,,
Switzerland,Asthma,2007,1.1,,,,
Switzerland,Dementia,2007,31.7,,,,
Switzerland,Chronic liver diseases and cirrhosis,2007,8.6,,,,
Switzerland,Tuberculosis,2007,0.4,,,,
Switzerland,Malignant neoplasms of liver,2007,8.5,,,,
Switzerland,Leukemia,2007,6.5,,,,
Switzerland,Chronic obstructive pulmonary diseases,2007,21.8,,,,
Switzerland,Neoplasms,2007,213.2,,,,
Switzerland,Ischaemic heart diseases,2007,113.6,,,,
Switzerland,Peptic ulcer,2007,1.9,,,,
Switzerland,Diseases of the blood and blood-forming organs,2007,1.8,,,,
Switzerland,Diseases of the nervous system,2007,35.3,,,,
Switzerland,Diseases of the genitourinary system,2007,9.7,,,,
Switzerland,Accidental poisoning,2007,2.7,,,,
Switzerland,Malignant melanoma of skin,2007,3.9,,,,
Switzerland,Diseases of the respiratory system,2007,47,,,,
Switzerland,Accidental falls,2007,16.4,,,,
Switzerland,Influenza,2007,0.5,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2007,3.3,,,,
Switzerland,Mental and behavioural disorders,2007,38.7,,,,
Switzerland,Malignant neoplasms of stomach,2007,7,,,,
Switzerland,Malignant neoplasms,2007,207.2,,,,
Switzerland,HIV-AIDS,2007,0.7,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2007,39.4,,,,
Switzerland,Diabetes mellitus,2007,18,,,,
Switzerland,Malignant neoplasms of bladder,2007,5.8,,,,
Switzerland,Alzheimer's disease,2007,17.7,,,,
Switzerland,Pneumonia,2007,16.7,,,,
Switzerland,Diseases of the circulatory system,2007,283.5,,,,
Switzerland,Diseases of the digestive system,2007,31.9,,,,
Switzerland,Accidents,2007,29.1,,,,
Switzerland,Acute myocardial infarction,2007,35.4,,,,
Switzerland,External causes of mortality,2007,48.4,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2007,22.4,,,,
Switzerland,Parkinson's disease,2007,7.2,,,,
Switzerland,Certain infectious and parasitic diseases,2007,8.1,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2007,6.1,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2007,21.9,,,,
Switzerland,Transport Accidents,2007,5.5,,,,
Switzerland,Assault,2007,0.6,,,,
Switzerland,Hodgkin’s disease,2007,0.3,,,,
Switzerland,Certain conditions originating in the perinatal period,2007,2.8,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2007,1.1,,,,
Switzerland,Intentional self-harm,2007,17.5,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2007,22.4,,,,
Switzerland,Total,2008,758.2,,,,
Switzerland,Malignant neoplasms of pancreas,2008,12.9,,,,
Switzerland,Cerebrovascular diseases,2008,49.6,,,,
Switzerland,Asthma,2008,1.1,,,,
Switzerland,Dementia,2008,34.8,,,,
Switzerland,Chronic liver diseases and cirrhosis,2008,8.5,,,,
Switzerland,Tuberculosis,2008,0.4,,,,
Switzerland,Malignant neoplasms of liver,2008,8.1,,,,
Switzerland,Leukemia,2008,6.8,,,,
Switzerland,Chronic obstructive pulmonary diseases,2008,21.8,,,,
Switzerland,Neoplasms,2008,207.8,,,,
Switzerland,Ischaemic heart diseases,2008,108.6,,,,
Switzerland,Peptic ulcer,2008,1.8,,,,
Switzerland,Diseases of the blood and blood-forming organs,2008,2,,,,
Switzerland,Diseases of the nervous system,2008,36.9,,,,
Switzerland,Diseases of the genitourinary system,2008,10.1,,,,
Switzerland,Accidental poisoning,2008,2.8,,,,
Switzerland,Malignant melanoma of skin,2008,3.6,,,,
Switzerland,Diseases of the respiratory system,2008,44.8,,,,
Switzerland,Accidental falls,2008,16.2,,,,
Switzerland,Influenza,2008,0.2,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2008,3.1,,,,
Switzerland,Mental and behavioural disorders,2008,41.6,,,,
Switzerland,Malignant neoplasms of stomach,2008,6.5,,,,
Switzerland,Malignant neoplasms,2008,201.8,,,,
Switzerland,HIV-AIDS,2008,0.6,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2008,39.2,,,,
Switzerland,Diabetes mellitus,2008,18.8,,,,
Switzerland,Malignant neoplasms of bladder,2008,6.4,,,,
Switzerland,Alzheimer's disease,2008,17.1,,,,
Switzerland,Pneumonia,2008,14.9,,,,
Switzerland,Diseases of the circulatory system,2008,272.5,,,,
Switzerland,Diseases of the digestive system,2008,30.1,,,,
Switzerland,Accidents,2008,28.6,,,,
Switzerland,Acute myocardial infarction,2008,34,,,,
Switzerland,External causes of mortality,2008,46.9,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2008,19.9,,,,
Switzerland,Parkinson's disease,2008,7.4,,,,
Switzerland,Certain infectious and parasitic diseases,2008,8.4,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2008,5.6,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2008,22.8,,,,
Switzerland,Transport Accidents,2008,5.2,,,,
Switzerland,Assault,2008,0.6,,,,
Switzerland,Hodgkin’s disease,2008,0.5,,,,
Switzerland,Certain conditions originating in the perinatal period,2008,2.6,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2008,1,,,,
Switzerland,Intentional self-harm,2008,16.7,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2008,22,,,,
Switzerland,Total,2009,754.8,,,,
Switzerland,Malignant neoplasms of pancreas,2009,13.6,,,,
Switzerland,Cerebrovascular diseases,2009,46.5,,,,
Switzerland,Asthma,2009,1.4,,,,
Switzerland,Dementia,2009,37.9,,,,
Switzerland,Chronic liver diseases and cirrhosis,2009,8.7,,,,
Switzerland,Tuberculosis,2009,0.3,,,,
Switzerland,Malignant neoplasms of liver,2009,7.8,,,,
Switzerland,Leukemia,2009,6.8,,,,
Switzerland,Chronic obstructive pulmonary diseases,2009,23.2,,,,
Switzerland,Neoplasms,2009,204.5,,,,
Switzerland,Ischaemic heart diseases,2009,102.4,,,,
Switzerland,Diseases of the blood and blood-forming organs,2009,1.9,,,,
Switzerland,Peptic ulcer,2009,2.1,,,,
Switzerland,Diseases of the nervous system,2009,36.8,,,,
Switzerland,Diseases of the genitourinary system,2009,10.2,,,,
Switzerland,Accidental poisoning,2009,2.4,,,,
Switzerland,Malignant melanoma of skin,2009,3.8,,,,
Switzerland,Diseases of the respiratory system,2009,49,,,,
Switzerland,Accidental falls,2009,16.4,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2009,3.2,,,,
Switzerland,Mental and behavioural disorders,2009,45.2,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2009,37.2,,,,
Switzerland,Malignant neoplasms of stomach,2009,6,,,,
Switzerland,Malignant neoplasms,2009,199,,,,
Switzerland,Influenza,2009,0.8,,,,
Switzerland,HIV-AIDS,2009,0.6,,,,
Switzerland,Diabetes mellitus,2009,17,,,,
Switzerland,Malignant neoplasms of bladder,2009,5.5,,,,
Switzerland,Alzheimer's disease,2009,17.2,,,,
Switzerland,Pneumonia,2009,16.2,,,,
Switzerland,Diseases of the circulatory system,2009,264.2,,,,
Switzerland,Diseases of the digestive system,2009,30.8,,,,
Switzerland,Accidents,2009,28.5,,,,
Switzerland,Acute myocardial infarction,2009,31.6,,,,
Switzerland,External causes of mortality,2009,44,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2009,20.6,,,,
Switzerland,Parkinson's disease,2009,7.6,,,,
Switzerland,Certain infectious and parasitic diseases,2009,8.2,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2009,5.4,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2009,21.1,,,,
Switzerland,Transport Accidents,2009,5,,,,
Switzerland,Assault,2009,0.7,,,,
Switzerland,Hodgkin’s disease,2009,0.5,,,,
Switzerland,Certain conditions originating in the perinatal period,2009,3.2,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2009,1.2,,,,
Switzerland,Intentional self-harm,2009,13.8,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2009,25.9,,,,
Switzerland,Total,2010,739.1,,,,
Switzerland,Malignant neoplasms of pancreas,2010,14.3,,,,
Switzerland,Cerebrovascular diseases,2010,44.5,,,,
Switzerland,Asthma,2010,1.2,,,,
Switzerland,Dementia,2010,41.3,,,,
Switzerland,Chronic liver diseases and cirrhosis,2010,8.1,,,,
Switzerland,Tuberculosis,2010,0.3,,,,
Switzerland,Malignant neoplasms of liver,2010,7.4,,,,
Switzerland,Leukemia,2010,6.6,,,,
Switzerland,Chronic obstructive pulmonary diseases,2010,21.5,,,,
Switzerland,Neoplasms,2010,203.8,,,,
Switzerland,Ischaemic heart diseases,2010,96.9,,,,
Switzerland,Diseases of the blood and blood-forming organs,2010,2,,,,
Switzerland,Diseases of the nervous system,2010,38.1,,,,
Switzerland,Diseases of the genitourinary system,2010,10.7,,,,
Switzerland,Accidental poisoning,2010,2.2,,,,
Switzerland,Malignant melanoma of skin,2010,3.8,,,,
Switzerland,Diseases of the respiratory system,2010,43.6,,,,
Switzerland,Accidental falls,2010,17.4,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2010,3.2,,,,
Switzerland,Mental and behavioural disorders,2010,48.9,,,,
Switzerland,Malignant neoplasms of stomach,2010,5.8,,,,
Switzerland,Malignant neoplasms,2010,197.3,,,,
Switzerland,Influenza,2010,0,,,,
Switzerland,HIV-AIDS,2010,0.5,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2010,38.7,,,,
Switzerland,Diabetes mellitus,2010,14.7,,,,
Switzerland,Malignant neoplasms of bladder,2010,6.5,,,,
Switzerland,Alzheimer's disease,2010,17.8,,,,
Switzerland,Pneumonia,2010,13.1,,,,
Switzerland,Diseases of the circulatory system,2010,254.6,,,,
Switzerland,Diseases of the digestive system,2010,29.3,,,,
Switzerland,Accidents,2010,28.8,,,,
Switzerland,Peptic ulcer,2010,1.7,,,,
Switzerland,Acute myocardial infarction,2010,30,,,,
Switzerland,External causes of mortality,2010,42.7,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2010,20.9,,,,
Switzerland,Parkinson's disease,2010,8.1,,,,
Switzerland,Certain infectious and parasitic diseases,2010,8.5,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2010,6.1,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2010,18.4,,,,
Switzerland,Transport Accidents,2010,4.5,,,,
Switzerland,Assault,2010,0.5,,,,
Switzerland,Hodgkin’s disease,2010,0.4,,,,
Switzerland,Certain conditions originating in the perinatal period,2010,2.8,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2010,1,,,,
Switzerland,Intentional self-harm,2010,12.3,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2010,25.3,,,,
Switzerland,Total,2011,727.3,,,,
Switzerland,Malignant neoplasms of pancreas,2011,13.4,,,,
Switzerland,Cerebrovascular diseases,2011,41.9,,,,
Switzerland,Asthma,2011,1.1,,,,
Switzerland,Dementia,2011,42.1,,,,
Switzerland,Chronic liver diseases and cirrhosis,2011,7.3,,,,
Switzerland,Tuberculosis,2011,0.3,,,,
Switzerland,Malignant neoplasms of liver,2011,7.7,,,,
Switzerland,Leukemia,2011,6.8,,,,
Switzerland,Chronic obstructive pulmonary diseases,2011,20.8,,,,
Switzerland,Neoplasms,2011,203.6,,,,
Switzerland,Ischaemic heart diseases,2011,89.3,,,,
Switzerland,Diseases of the blood and blood-forming organs,2011,2.1,,,,
Switzerland,Diseases of the nervous system,2011,37.6,,,,
Switzerland,Diseases of the genitourinary system,2011,10.6,,,,
Switzerland,Accidental poisoning,2011,1.8,,,,
Switzerland,Malignant melanoma of skin,2011,3.7,,,,
Switzerland,Diseases of the respiratory system,2011,43.4,,,,
Switzerland,Accidental falls,2011,18.2,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2011,3.3,,,,
Switzerland,Mental and behavioural disorders,2011,49.7,,,,
Switzerland,Malignant neoplasms of stomach,2011,6.4,,,,
Switzerland,Malignant neoplasms,2011,197.1,,,,
Switzerland,Influenza,2011,0.2,,,,
Switzerland,HIV-AIDS,2011,0.5,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2011,38.6,,,,
Switzerland,Diabetes mellitus,2011,14,,,,
Switzerland,Malignant neoplasms of bladder,2011,6.5,,,,
Switzerland,Alzheimer's disease,2011,16.7,,,,
Switzerland,Pneumonia,2011,13.9,,,,
Switzerland,Diseases of the circulatory system,2011,241.8,,,,
Switzerland,Diseases of the digestive system,2011,28.8,,,,
Switzerland,Accidents,2011,28.9,,,,
Switzerland,Peptic ulcer,2011,1.5,,,,
Switzerland,Acute myocardial infarction,2011,27.9,,,,
Switzerland,External causes of mortality,2011,43.2,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2011,21.6,,,,
Switzerland,Parkinson's disease,2011,7.6,,,,
Switzerland,Certain infectious and parasitic diseases,2011,9.1,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2011,6.3,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2011,18.1,,,,
Switzerland,Transport Accidents,2011,4.2,,,,
Switzerland,Assault,2011,0.5,,,,
Switzerland,Hodgkin’s disease,2011,0.2,,,,
Switzerland,Certain conditions originating in the perinatal period,2011,2.4,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2011,1.1,,,,
Switzerland,Intentional self-harm,2011,12.5,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2011,25.9,,,,
Switzerland,Total,2012,734.1,,,,
Switzerland,Malignant neoplasms of pancreas,2012,13.7,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2012,29.1,,,,
Switzerland,Cerebrovascular diseases,2012,40.7,,,,
Switzerland,Asthma,2012,0.9,,,,
Switzerland,Dementia,2012,45.1,,,,
Switzerland,Chronic liver diseases and cirrhosis,2012,8,,,,
Switzerland,Tuberculosis,2012,0.2,,,,
Switzerland,Malignant neoplasms of liver,2012,8.1,,,,
Switzerland,Leukemia,2012,6.6,,,,
Switzerland,Chronic obstructive pulmonary diseases,2012,21.2,,,,
Switzerland,Neoplasms,2012,199.8,,,,
Switzerland,Ischaemic heart diseases,2012,90.3,,,,
Switzerland,Diseases of the blood and blood-forming organs,2012,2,,,,
Switzerland,Diseases of the nervous system,2012,39.4,,,,
Switzerland,Diseases of the genitourinary system,2012,11.2,,,,
Switzerland,Accidental poisoning,2012,1.5,,,,
Switzerland,Malignant melanoma of skin,2012,4.1,,,,
Switzerland,Diseases of the respiratory system,2012,44.4,,,,
Switzerland,Accidental falls,2012,17.9,,,,
Switzerland,Influenza,2012,0.4,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2012,3.4,,,,
Switzerland,Mental and behavioural disorders,2012,52.3,,,,
Switzerland,Malignant neoplasms of stomach,2012,6.1,,,,
Switzerland,Malignant neoplasms,2012,193.3,,,,
Switzerland,HIV-AIDS,2012,0.5,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2012,36.7,,,,
Switzerland,Diabetes mellitus,2012,14.1,,,,
Switzerland,Pneumonia,2012,14.3,,,,
Switzerland,Malignant neoplasms of bladder,2012,6,,,,
Switzerland,Alzheimer's disease,2012,18.4,,,,
Switzerland,Diseases of the circulatory system,2012,243.9,,,,
Switzerland,Diseases of the digestive system,2012,29.4,,,,
Switzerland,Accidents,2012,28.7,,,,
Switzerland,Peptic ulcer,2012,1.5,,,,
Switzerland,Acute myocardial infarction,2012,27.7,,,,
Switzerland,External causes of mortality,2012,42.6,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2012,20.3,,,,
Switzerland,Parkinson's disease,2012,8.1,,,,
Switzerland,Certain infectious and parasitic diseases,2012,8.6,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2012,6.4,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2012,18.3,,,,
Switzerland,Transport Accidents,2012,4.2,,,,
Switzerland,Assault,2012,0.5,,,,
Switzerland,Hodgkin’s disease,2012,0.4,,,,
Switzerland,Certain conditions originating in the perinatal period,2012,2.3,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2012,1.1,,,,
Switzerland,Intentional self-harm,2012,12.4,,,,
Switzerland,Total,2013,727.1,,,,
Switzerland,Malignant neoplasms of pancreas,2013,14,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2013,28.6,,,,
Switzerland,Cerebrovascular diseases,2013,40.8,,,,
Switzerland,Asthma,2013,1,,,,
Switzerland,Dementia,2013,47.1,,,,
Switzerland,Chronic liver diseases and cirrhosis,2013,7.2,,,,
Switzerland,Tuberculosis,2013,0.2,,,,
Switzerland,Malignant neoplasms of liver,2013,8.3,,,,
Switzerland,Leukemia,2013,6.8,,,,
Switzerland,Chronic obstructive pulmonary diseases,2013,22.1,,,,
Switzerland,Neoplasms,2013,197.8,,,,
Switzerland,Ischaemic heart diseases,2013,85.3,,,,
Switzerland,Diseases of the blood and blood-forming organs,2013,1.8,,,,
Switzerland,Diseases of the nervous system,2013,37.4,,,,
Switzerland,Diseases of the genitourinary system,2013,10.6,,,,
Switzerland,Accidental poisoning,2013,1.7,,,,
Switzerland,Malignant melanoma of skin,2013,3.4,,,,
Switzerland,Diseases of the respiratory system,2013,45.8,,,,
Switzerland,Accidental falls,2013,19.4,,,,
Switzerland,Influenza,2013,0.6,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2013,3.8,,,,
Switzerland,Mental and behavioural disorders,2013,54.9,,,,
Switzerland,Malignant neoplasms of stomach,2013,6.6,,,,
